destination,annual_visitors,day,weather,holiday,festival,crowd_score,crowd
Uttar Pradesh,478530000,Sunday,Sunny,No,No,80.0,High
Uttar Pradesh,478530000,Sunday,Cloudy,No,No,80.0,High
Uttar Pradesh,478530000,Sunday,Rainy,No,No,70.0,High
Uttar Pradesh,478530000,Monday,Sunny,Yes,No,70.0,High
Uttar Pradesh,478530000,Monday,Cloudy,Yes,No,70.0,High
Uttar Pradesh,478530000,Monday,Rainy,Yes,No,60.0,Medium
Uttar Pradesh,478530000,Tuesday,Sunny,Yes,No,70.0,High
Uttar Pradesh,478530000,Tuesday,Cloudy,Yes,No,70.0,High
Uttar Pradesh,478530000,Tuesday,Rainy,Yes,No,60.0,Medium
Uttar Pradesh,478530000,Wednesday,Sunny,Yes,No,70.0,High
Uttar Pradesh,478530000,Wednesday,Cloudy,Yes,No,70.0,High
Uttar Pradesh,478530000,Wednesday,Rainy,Yes,No,60.0,Medium
Uttar Pradesh,478530000,Thursday,Sunny,Yes,No,70.0,High
Uttar Pradesh,478530000,Thursday,Cloudy,Yes,No,70.0,High
Uttar Pradesh,478530000,Thursday,Rainy,Yes,No,60.0,Medium
Uttar Pradesh,478530000,Friday,Sunny,Yes,No,80.0,High
Uttar Pradesh,478530000,Friday,Cloudy,Yes,No,80.0,High
Uttar Pradesh,478530000,Friday,Rainy,Yes,No,70.0,High
Uttar Pradesh,478530000,Saturday,Sunny,Yes,No,80.0,High
Uttar Pradesh,478530000,Saturday,Cloudy,Yes,No,80.0,High
Uttar Pradesh,478530000,Saturday,Rainy,Yes,No,70.0,High
Uttar Pradesh,478530000,Sunday,Sunny,Yes,No,90.0,High
Uttar Pradesh,478530000,Sunday,Cloudy,Yes,No,90.0,High
Uttar Pradesh,478530000,Sunday,Rainy,Yes,No,80.0,High
Uttar Pradesh,478530000,Monday,Sunny,No,Yes,75.0,High
Uttar Pradesh,478530000,Monday,Cloudy,No,Yes,75.0,High
Uttar Pradesh,478530000,Monday,Rainy,No,Yes,65.0,Medium
Uttar Pradesh,478530000,Tuesday,Sunny,No,Yes,75.0,High
Uttar Pradesh,478530000,Tuesday,Cloudy,No,Yes,75.0,High
Uttar Pradesh,478530000,Tuesday,Rainy,No,Yes,65.0,Medium
Uttar Pradesh,478530000,Wednesday,Sunny,No,Yes,75.0,High
Uttar Pradesh,478530000,Wednesday,Cloudy,No,Yes,75.0,High
Uttar Pradesh,478530000,Wednesday,Rainy,No,Yes,65.0,Medium
Uttar Pradesh,478530000,Thursday,Sunny,No,Yes,75.0,High
Uttar Pradesh,478530000,Thursday,Cloudy,No,Yes,75.0,High
Uttar Pradesh,478530000,Thursday,Rainy,No,Yes,65.0,Medium
Uttar Pradesh,478530000,Friday,Sunny,No,Yes,85.0,High
Uttar Pradesh,478530000,Friday,Cloudy,No,Yes,85.0,High
Uttar Pradesh,478530000,Friday,Rainy,No,Yes,75.0,High
Uttar Pradesh,478530000,Saturday,Sunny,No,Yes,85.0,High
Uttar Pradesh,478530000,Saturday,Cloudy,No,Yes,85.0,High
Uttar Pradesh,478530000,Saturday,Rainy,No,Yes,75.0,High
Uttar Pradesh,478530000,Sunday,Sunny,No,Yes,95.0,High
Uttar Pradesh,478530000,Sunday,Cloudy,No,Yes,95.0,High
Uttar Pradesh,478530000,Sunday,Rainy,No,Yes,85.0,High
Uttar Pradesh,478530000,Monday,Sunny,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Monday,Cloudy,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Monday,Rainy,Yes,Yes,75.0,High
Uttar Pradesh,478530000,Tuesday,Sunny,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Tuesday,Cloudy,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Tuesday,Rainy,Yes,Yes,75.0,High
Uttar Pradesh,478530000,Wednesday,Sunny,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Wednesday,Cloudy,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Wednesday,Rainy,Yes,Yes,75.0,High
Uttar Pradesh,478530000,Thursday,Sunny,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Thursday,Cloudy,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Thursday,Rainy,Yes,Yes,75.0,High
Uttar Pradesh,478530000,Friday,Sunny,Yes,Yes,95.0,High
Uttar Pradesh,478530000,Friday,Cloudy,Yes,Yes,95.0,High
Uttar Pradesh,478530000,Friday,Rainy,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Saturday,Sunny,Yes,Yes,95.0,High
Uttar Pradesh,478530000,Saturday,Cloudy,Yes,Yes,95.0,High
Uttar Pradesh,478530000,Saturday,Rainy,Yes,Yes,85.0,High
Uttar Pradesh,478530000,Sunday,Sunny,Yes,Yes,100.0,High
Uttar Pradesh,478530000,Sunday,Cloudy,Yes,Yes,100.0,High
Uttar Pradesh,478530000,Sunday,Rainy,Yes,Yes,95.0,High
Himachal Pradesh,15942118,Monday,Sunny,No,No,31.56,Low
Himachal Pradesh,15942118,Monday,Cloudy,No,No,31.56,Low
Himachal Pradesh,15942118,Monday,Rainy,No,No,21.56,Low
Himachal Pradesh,15942118,Tuesday,Sunny,No,No,31.56,Low
Himachal Pradesh,15942118,Tuesday,Cloudy,No,No,31.56,Low
Himachal Pradesh,15942118,Tuesday,Rainy,No,No,21.56,Low
Himachal Pradesh,15942118,Wednesday,Sunny,No,No,31.56,Low
Himachal Pradesh,15942118,Wednesday,Cloudy,No,No,31.56,Low
Himachal Pradesh,15942118,Wednesday,Rainy,No,No,21.56,Low
Himachal Pradesh,15942118,Thursday,Sunny,No,No,31.56,Low
Himachal Pradesh,15942118,Thursday,Cloudy,No,No,31.56,Low
Himachal Pradesh,15942118,Thursday,Rainy,No,No,21.56,Low
Himachal Pradesh,15942118,Friday,Sunny,No,No,41.56,Medium
Himachal Pradesh,15942118,Friday,Cloudy,No,No,41.56,Medium
Himachal Pradesh,15942118,Friday,Rainy,No,No,31.56,Low
Himachal Pradesh,15942118,Saturday,Sunny,No,No,41.56,Medium
Himachal Pradesh,15942118,Saturday,Cloudy,No,No,41.56,Medium
Himachal Pradesh,15942118,Saturday,Rainy,No,No,31.56,Low
Himachal Pradesh,15942118,Sunday,Sunny,No,No,51.56,Medium
Himachal Pradesh,15942118,Sunday,Cloudy,No,No,51.56,Medium
Himachal Pradesh,15942118,Sunday,Rainy,No,No,41.56,Medium
Himachal Pradesh,15942118,Monday,Sunny,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Monday,Cloudy,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Monday,Rainy,Yes,No,31.56,Low
Himachal Pradesh,15942118,Tuesday,Sunny,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Tuesday,Cloudy,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Tuesday,Rainy,Yes,No,31.56,Low
Himachal Pradesh,15942118,Wednesday,Sunny,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Wednesday,Cloudy,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Wednesday,Rainy,Yes,No,31.56,Low
Himachal Pradesh,15942118,Thursday,Sunny,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Thursday,Cloudy,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Thursday,Rainy,Yes,No,31.56,Low
Himachal Pradesh,15942118,Friday,Sunny,Yes,No,51.56,Medium
Himachal Pradesh,15942118,Friday,Cloudy,Yes,No,51.56,Medium
Himachal Pradesh,15942118,Friday,Rainy,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Saturday,Sunny,Yes,No,51.56,Medium
Himachal Pradesh,15942118,Saturday,Cloudy,Yes,No,51.56,Medium
Himachal Pradesh,15942118,Saturday,Rainy,Yes,No,41.56,Medium
Himachal Pradesh,15942118,Sunday,Sunny,Yes,No,61.56,Medium
Himachal Pradesh,15942118,Sunday,Cloudy,Yes,No,61.56,Medium
Himachal Pradesh,15942118,Sunday,Rainy,Yes,No,51.56,Medium
Himachal Pradesh,15942118,Monday,Sunny,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Monday,Cloudy,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Monday,Rainy,No,Yes,36.56,Low
Himachal Pradesh,15942118,Tuesday,Sunny,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Tuesday,Cloudy,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Tuesday,Rainy,No,Yes,36.56,Low
Himachal Pradesh,15942118,Wednesday,Sunny,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Wednesday,Cloudy,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Wednesday,Rainy,No,Yes,36.56,Low
Himachal Pradesh,15942118,Thursday,Sunny,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Thursday,Cloudy,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Thursday,Rainy,No,Yes,36.56,Low
Himachal Pradesh,15942118,Friday,Sunny,No,Yes,56.56,Medium
Himachal Pradesh,15942118,Friday,Cloudy,No,Yes,56.56,Medium
Himachal Pradesh,15942118,Friday,Rainy,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Saturday,Sunny,No,Yes,56.56,Medium
Himachal Pradesh,15942118,Saturday,Cloudy,No,Yes,56.56,Medium
Himachal Pradesh,15942118,Saturday,Rainy,No,Yes,46.56,Medium
Himachal Pradesh,15942118,Sunday,Sunny,No,Yes,66.56,Medium
Himachal Pradesh,15942118,Sunday,Cloudy,No,Yes,66.56,Medium
Himachal Pradesh,15942118,Sunday,Rainy,No,Yes,56.56,Medium
Himachal Pradesh,15942118,Monday,Sunny,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Monday,Cloudy,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Monday,Rainy,Yes,Yes,46.56,Medium
Himachal Pradesh,15942118,Tuesday,Sunny,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Tuesday,Cloudy,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Tuesday,Rainy,Yes,Yes,46.56,Medium
Himachal Pradesh,15942118,Wednesday,Sunny,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Wednesday,Cloudy,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Wednesday,Rainy,Yes,Yes,46.56,Medium
Himachal Pradesh,15942118,Thursday,Sunny,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Thursday,Cloudy,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Thursday,Rainy,Yes,Yes,46.56,Medium
Himachal Pradesh,15942118,Friday,Sunny,Yes,Yes,66.56,Medium
Himachal Pradesh,15942118,Friday,Cloudy,Yes,Yes,66.56,Medium
Himachal Pradesh,15942118,Friday,Rainy,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Saturday,Sunny,Yes,Yes,66.56,Medium
Himachal Pradesh,15942118,Saturday,Cloudy,Yes,Yes,66.56,Medium
Himachal Pradesh,15942118,Saturday,Rainy,Yes,Yes,56.56,Medium
Himachal Pradesh,15942118,Sunday,Sunny,Yes,Yes,76.56,High
Himachal Pradesh,15942118,Sunday,Cloudy,Yes,Yes,76.56,High
Himachal Pradesh,15942118,Sunday,Rainy,Yes,Yes,66.56,Medium
Jammu and Kashmir,20679336,Monday,Sunny,No,No,33.74,Low
Jammu and Kashmir,20679336,Monday,Cloudy,No,No,33.74,Low
Jammu and Kashmir,20679336,Monday,Rainy,No,No,23.74,Low
Jammu and Kashmir,20679336,Tuesday,Sunny,No,No,33.74,Low
Jammu and Kashmir,20679336,Tuesday,Cloudy,No,No,33.74,Low
Jammu and Kashmir,20679336,Tuesday,Rainy,No,No,23.74,Low
Jammu and Kashmir,20679336,Wednesday,Sunny,No,No,33.74,Low
Jammu and Kashmir,20679336,Wednesday,Cloudy,No,No,33.74,Low
Jammu and Kashmir,20679336,Wednesday,Rainy,No,No,23.74,Low
Jammu and Kashmir,20679336,Thursday,Sunny,No,No,33.74,Low
Jammu and Kashmir,20679336,Thursday,Cloudy,No,No,33.74,Low
Jammu and Kashmir,20679336,Thursday,Rainy,No,No,23.74,Low
Jammu and Kashmir,20679336,Friday,Sunny,No,No,43.74,Medium
Jammu and Kashmir,20679336,Friday,Cloudy,No,No,43.74,Medium
Jammu and Kashmir,20679336,Friday,Rainy,No,No,33.74,Low
Jammu and Kashmir,20679336,Saturday,Sunny,No,No,43.74,Medium
Jammu and Kashmir,20679336,Saturday,Cloudy,No,No,43.74,Medium
Jammu and Kashmir,20679336,Saturday,Rainy,No,No,33.74,Low
Jammu and Kashmir,20679336,Sunday,Sunny,No,No,53.74,Medium
Jammu and Kashmir,20679336,Sunday,Cloudy,No,No,53.74,Medium
Jammu and Kashmir,20679336,Sunday,Rainy,No,No,43.74,Medium
Jammu and Kashmir,20679336,Monday,Sunny,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Monday,Cloudy,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Monday,Rainy,Yes,No,33.74,Low
Jammu and Kashmir,20679336,Tuesday,Sunny,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Tuesday,Cloudy,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Tuesday,Rainy,Yes,No,33.74,Low
Jammu and Kashmir,20679336,Wednesday,Sunny,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Wednesday,Cloudy,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Wednesday,Rainy,Yes,No,33.74,Low
Jammu and Kashmir,20679336,Thursday,Sunny,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Thursday,Cloudy,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Thursday,Rainy,Yes,No,33.74,Low
Jammu and Kashmir,20679336,Friday,Sunny,Yes,No,53.74,Medium
Jammu and Kashmir,20679336,Friday,Cloudy,Yes,No,53.74,Medium
Jammu and Kashmir,20679336,Friday,Rainy,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Saturday,Sunny,Yes,No,53.74,Medium
Jammu and Kashmir,20679336,Saturday,Cloudy,Yes,No,53.74,Medium
Jammu and Kashmir,20679336,Saturday,Rainy,Yes,No,43.74,Medium
Jammu and Kashmir,20679336,Sunday,Sunny,Yes,No,63.74,Medium
Jammu and Kashmir,20679336,Sunday,Cloudy,Yes,No,63.74,Medium
Jammu and Kashmir,20679336,Sunday,Rainy,Yes,No,53.74,Medium
Jammu and Kashmir,20679336,Monday,Sunny,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Monday,Cloudy,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Monday,Rainy,No,Yes,38.74,Low
Jammu and Kashmir,20679336,Tuesday,Sunny,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Tuesday,Cloudy,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Tuesday,Rainy,No,Yes,38.74,Low
Jammu and Kashmir,20679336,Wednesday,Sunny,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Wednesday,Cloudy,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Wednesday,Rainy,No,Yes,38.74,Low
Jammu and Kashmir,20679336,Thursday,Sunny,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Thursday,Cloudy,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Thursday,Rainy,No,Yes,38.74,Low
Jammu and Kashmir,20679336,Friday,Sunny,No,Yes,58.74,Medium
Jammu and Kashmir,20679336,Friday,Cloudy,No,Yes,58.74,Medium
Jammu and Kashmir,20679336,Friday,Rainy,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Saturday,Sunny,No,Yes,58.74,Medium
Jammu and Kashmir,20679336,Saturday,Cloudy,No,Yes,58.74,Medium
Jammu and Kashmir,20679336,Saturday,Rainy,No,Yes,48.74,Medium
Jammu and Kashmir,20679336,Sunday,Sunny,No,Yes,68.74,Medium
Jammu and Kashmir,20679336,Sunday,Cloudy,No,Yes,68.74,Medium
Jammu and Kashmir,20679336,Sunday,Rainy,No,Yes,58.74,Medium
Jammu and Kashmir,20679336,Monday,Sunny,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Monday,Cloudy,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Monday,Rainy,Yes,Yes,48.74,Medium
Jammu and Kashmir,20679336,Tuesday,Sunny,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Tuesday,Cloudy,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Tuesday,Rainy,Yes,Yes,48.74,Medium
Jammu and Kashmir,20679336,Wednesday,Sunny,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Wednesday,Cloudy,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Wednesday,Rainy,Yes,Yes,48.74,Medium
Jammu and Kashmir,20679336,Thursday,Sunny,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Thursday,Cloudy,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Thursday,Rainy,Yes,Yes,48.74,Medium
Jammu and Kashmir,20679336,Friday,Sunny,Yes,Yes,68.74,Medium
Jammu and Kashmir,20679336,Friday,Cloudy,Yes,Yes,68.74,Medium
Jammu and Kashmir,20679336,Friday,Rainy,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Saturday,Sunny,Yes,Yes,68.74,Medium
Jammu and Kashmir,20679336,Saturday,Cloudy,Yes,Yes,68.74,Medium
Jammu and Kashmir,20679336,Saturday,Rainy,Yes,Yes,58.74,Medium
Jammu and Kashmir,20679336,Sunday,Sunny,Yes,Yes,78.74,High
Jammu and Kashmir,20679336,Sunday,Cloudy,Yes,Yes,78.74,High
Jammu and Kashmir,20679336,Sunday,Rainy,Yes,Yes,68.74,Medium
Gujarat,178066579,Monday,Sunny,No,No,51.74,Medium
Gujarat,178066579,Monday,Cloudy,No,No,51.74,Medium
Gujarat,178066579,Monday,Rainy,No,No,41.74,Medium
Gujarat,178066579,Tuesday,Sunny,No,No,51.74,Medium
Gujarat,178066579,Tuesday,Cloudy,No,No,51.74,Medium
Gujarat,178066579,Tuesday,Rainy,No,No,41.74,Medium
Gujarat,178066579,Wednesday,Sunny,No,No,51.74,Medium
Gujarat,178066579,Wednesday,Cloudy,No,No,51.74,Medium
Gujarat,178066579,Wednesday,Rainy,No,No,41.74,Medium
Gujarat,178066579,Thursday,Sunny,No,No,51.74,Medium
Gujarat,178066579,Thursday,Cloudy,No,No,51.74,Medium
Gujarat,178066579,Thursday,Rainy,No,No,41.74,Medium
Gujarat,178066579,Friday,Sunny,No,No,61.74,Medium
Gujarat,178066579,Friday,Cloudy,No,No,61.74,Medium
Gujarat,178066579,Friday,Rainy,No,No,51.74,Medium
Gujarat,178066579,Saturday,Sunny,No,No,61.74,Medium
Gujarat,178066579,Saturday,Cloudy,No,No,61.74,Medium
Gujarat,178066579,Saturday,Rainy,No,No,51.74,Medium
Gujarat,178066579,Sunday,Sunny,No,No,71.74,High
Gujarat,178066579,Sunday,Cloudy,No,No,71.74,High
Gujarat,178066579,Sunday,Rainy,No,No,61.74,Medium
Gujarat,178066579,Monday,Sunny,Yes,No,61.74,Medium
Gujarat,178066579,Monday,Cloudy,Yes,No,61.74,Medium
Gujarat,178066579,Monday,Rainy,Yes,No,51.74,Medium
Gujarat,178066579,Tuesday,Sunny,Yes,No,61.74,Medium
Gujarat,178066579,Tuesday,Cloudy,Yes,No,61.74,Medium
Gujarat,178066579,Tuesday,Rainy,Yes,No,51.74,Medium
Gujarat,178066579,Wednesday,Sunny,Yes,No,61.74,Medium
Gujarat,178066579,Wednesday,Cloudy,Yes,No,61.74,Medium
Gujarat,178066579,Wednesday,Rainy,Yes,No,51.74,Medium
Gujarat,178066579,Thursday,Sunny,Yes,No,61.74,Medium
Gujarat,178066579,Thursday,Cloudy,Yes,No,61.74,Medium
Gujarat,178066579,Thursday,Rainy,Yes,No,51.74,Medium
Gujarat,178066579,Friday,Sunny,Yes,No,71.74,High
Gujarat,178066579,Friday,Cloudy,Yes,No,71.74,High
Gujarat,178066579,Friday,Rainy,Yes,No,61.74,Medium
Gujarat,178066579,Saturday,Sunny,Yes,No,71.74,High
Gujarat,178066579,Saturday,Cloudy,Yes,No,71.74,High
Gujarat,178066579,Saturday,Rainy,Yes,No,61.74,Medium
Gujarat,178066579,Sunday,Sunny,Yes,No,81.74,High
Gujarat,178066579,Sunday,Cloudy,Yes,No,81.74,High
Gujarat,178066579,Sunday,Rainy,Yes,No,71.74,High
Gujarat,178066579,Monday,Sunny,No,Yes,66.74,Medium
Gujarat,178066579,Monday,Cloudy,No,Yes,66.74,Medium
Gujarat,178066579,Monday,Rainy,No,Yes,56.74,Medium
Gujarat,178066579,Tuesday,Sunny,No,Yes,66.74,Medium
Gujarat,178066579,Tuesday,Cloudy,No,Yes,66.74,Medium
Gujarat,178066579,Tuesday,Rainy,No,Yes,56.74,Medium
Gujarat,178066579,Wednesday,Sunny,No,Yes,66.74,Medium
Gujarat,178066579,Wednesday,Cloudy,No,Yes,66.74,Medium
Gujarat,178066579,Wednesday,Rainy,No,Yes,56.74,Medium
Gujarat,178066579,Thursday,Sunny,No,Yes,66.74,Medium
Gujarat,178066579,Thursday,Cloudy,No,Yes,66.74,Medium
Gujarat,178066579,Thursday,Rainy,No,Yes,56.74,Medium
Gujarat,178066579,Friday,Sunny,No,Yes,76.74,High
Gujarat,178066579,Friday,Cloudy,No,Yes,76.74,High
Gujarat,178066579,Friday,Rainy,No,Yes,66.74,Medium
Gujarat,178066579,Saturday,Sunny,No,Yes,76.74,High
Gujarat,178066579,Saturday,Cloudy,No,Yes,76.74,High
Gujarat,178066579,Saturday,Rainy,No,Yes,66.74,Medium
Gujarat,178066579,Sunday,Sunny,No,Yes,86.74,High
Gujarat,178066579,Sunday,Cloudy,No,Yes,86.74,High
Gujarat,178066579,Sunday,Rainy,No,Yes,76.74,High
Gujarat,178066579,Monday,Sunny,Yes,Yes,76.74,High
Gujarat,178066579,Monday,Cloudy,Yes,Yes,76.74,High
Gujarat,178066579,Monday,Rainy,Yes,Yes,66.74,Medium
Gujarat,178066579,Tuesday,Sunny,Yes,Yes,76.74,High
Gujarat,178066579,Tuesday,Cloudy,Yes,Yes,76.74,High
Gujarat,178066579,Tuesday,Rainy,Yes,Yes,66.74,Medium
Gujarat,178066579,Wednesday,Sunny,Yes,Yes,76.74,High
Gujarat,178066579,Wednesday,Cloudy,Yes,Yes,76.74,High
Gujarat,178066579,Wednesday,Rainy,Yes,Yes,66.74,Medium
Gujarat,178066579,Thursday,Sunny,Yes,Yes,76.74,High
Gujarat,178066579,Thursday,Cloudy,Yes,Yes,76.74,High
Gujarat,178066579,Thursday,Rainy,Yes,Yes,66.74,Medium
Gujarat,178066579,Friday,Sunny,Yes,Yes,86.74,High
Gujarat,178066579,Friday,Cloudy,Yes,Yes,86.74,High
Gujarat,178066579,Friday,Rainy,Yes,Yes,76.74,High
Gujarat,178066579,Saturday,Sunny,Yes,Yes,86.74,High
Gujarat,178066579,Saturday,Cloudy,Yes,Yes,86.74,High
Gujarat,178066579,Saturday,Rainy,Yes,Yes,76.74,High
Gujarat,178066579,Sunday,Sunny,Yes,Yes,96.74,High
Gujarat,178066579,Sunday,Cloudy,Yes,Yes,96.74,High
Gujarat,178066579,Sunday,Rainy,Yes,Yes,86.74,High
Kerala,7537617,Monday,Sunny,No,No,25.3,Low
Kerala,7537617,Monday,Cloudy,No,No,25.3,Low
Kerala,7537617,Monday,Rainy,No,No,15.3,Low
Kerala,7537617,Tuesday,Sunny,No,No,25.3,Low
Kerala,7537617,Tuesday,Cloudy,No,No,25.3,Low
Kerala,7537617,Tuesday,Rainy,No,No,15.3,Low
Kerala,7537617,Wednesday,Sunny,No,No,25.3,Low
Kerala,7537617,Wednesday,Cloudy,No,No,25.3,Low
Kerala,7537617,Wednesday,Rainy,No,No,15.3,Low
Kerala,7537617,Thursday,Sunny,No,No,25.3,Low
Kerala,7537617,Thursday,Cloudy,No,No,25.3,Low
Kerala,7537617,Thursday,Rainy,No,No,15.3,Low
Kerala,7537617,Friday,Sunny,No,No,35.3,Low
Kerala,7537617,Friday,Cloudy,No,No,35.3,Low
Kerala,7537617,Friday,Rainy,No,No,25.3,Low
Kerala,7537617,Saturday,Sunny,No,No,35.3,Low
Kerala,7537617,Saturday,Cloudy,No,No,35.3,Low
Kerala,7537617,Saturday,Rainy,No,No,25.3,Low
Kerala,7537617,Sunday,Sunny,No,No,45.3,Medium
Kerala,7537617,Sunday,Cloudy,No,No,45.3,Medium
Kerala,7537617,Sunday,Rainy,No,No,35.3,Low
Kerala,7537617,Monday,Sunny,Yes,No,35.3,Low
Kerala,7537617,Monday,Cloudy,Yes,No,35.3,Low
Kerala,7537617,Monday,Rainy,Yes,No,25.3,Low
Kerala,7537617,Tuesday,Sunny,Yes,No,35.3,Low
Kerala,7537617,Tuesday,Cloudy,Yes,No,35.3,Low
Kerala,7537617,Tuesday,Rainy,Yes,No,25.3,Low
Kerala,7537617,Wednesday,Sunny,Yes,No,35.3,Low
Kerala,7537617,Wednesday,Cloudy,Yes,No,35.3,Low
Kerala,7537617,Wednesday,Rainy,Yes,No,25.3,Low
Kerala,7537617,Thursday,Sunny,Yes,No,35.3,Low
Kerala,7537617,Thursday,Cloudy,Yes,No,35.3,Low
Kerala,7537617,Thursday,Rainy,Yes,No,25.3,Low
Kerala,7537617,Friday,Sunny,Yes,No,45.3,Medium
Kerala,7537617,Friday,Cloudy,Yes,No,45.3,Medium
Kerala,7537617,Friday,Rainy,Yes,No,35.3,Low
Kerala,7537617,Saturday,Sunny,Yes,No,45.3,Medium
Kerala,7537617,Saturday,Cloudy,Yes,No,45.3,Medium
Kerala,7537617,Saturday,Rainy,Yes,No,35.3,Low
Kerala,7537617,Sunday,Sunny,Yes,No,55.3,Medium
Kerala,7537617,Sunday,Cloudy,Yes,No,55.3,Medium
Kerala,7537617,Sunday,Rainy,Yes,No,45.3,Medium
Kerala,7537617,Monday,Sunny,No,Yes,40.3,Medium
Kerala,7537617,Monday,Cloudy,No,Yes,40.3,Medium
Kerala,7537617,Monday,Rainy,No,Yes,30.3,Low
Kerala,7537617,Tuesday,Sunny,No,Yes,40.3,Medium
Kerala,7537617,Tuesday,Cloudy,No,Yes,40.3,Medium
Kerala,7537617,Tuesday,Rainy,No,Yes,30.3,Low
Kerala,7537617,Wednesday,Sunny,No,Yes,40.3,Medium
Kerala,7537617,Wednesday,Cloudy,No,Yes,40.3,Medium
Kerala,7537617,Wednesday,Rainy,No,Yes,30.3,Low
Kerala,7537617,Thursday,Sunny,No,Yes,40.3,Medium
Kerala,7537617,Thursday,Cloudy,No,Yes,40.3,Medium
Kerala,7537617,Thursday,Rainy,No,Yes,30.3,Low
Kerala,7537617,Friday,Sunny,No,Yes,50.3,Medium
Kerala,7537617,Friday,Cloudy,No,Yes,50.3,Medium
Kerala,7537617,Friday,Rainy,No,Yes,40.3,Medium
Kerala,7537617,Saturday,Sunny,No,Yes,50.3,Medium
Kerala,7537617,Saturday,Cloudy,No,Yes,50.3,Medium
Kerala,7537617,Saturday,Rainy,No,Yes,40.3,Medium
Kerala,7537617,Sunday,Sunny,No,Yes,60.3,Medium
Kerala,7537617,Sunday,Cloudy,No,Yes,60.3,Medium
Kerala,7537617,Sunday,Rainy,No,Yes,50.3,Medium
Kerala,7537617,Monday,Sunny,Yes,Yes,50.3,Medium
Kerala,7537617,Monday,Cloudy,Yes,Yes,50.3,Medium
Kerala,7537617,Monday,Rainy,Yes,Yes,40.3,Medium
Kerala,7537617,Tuesday,Sunny,Yes,Yes,50.3,Medium
Kerala,7537617,Tuesday,Cloudy,Yes,Yes,50.3,Medium
